3_1,4_1,4_2,5_1,5--3,6--1,6--2,6--5,7--2,8--7,8--8,9--8,10--1,10--8,11--4,11--6,11--8,11--11,12--2,12--3,12--4,13--6,13--12,13--13,14--8,14--9,14--11,14--14,15--5,15--12,16--2,16--5,16--8,16--14,17--6,17--10,17--17,18--2,18--18,19--9,19--10,,16--2,16--5,16--8,16--14,17--6,17--10,17--17,18--2,18--18,19--9,19--10
,12,-2880.232515,-388.8386673,-3967.97339,-4065.813078,-2073.632465,-2270.551411,-333.662299,-6063.3579,-409.8847488,-3958.146482,-829.0766986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,-2786.6395,-377.0909536,-3873.604427,-3972.537964,-2003.394517,-2202.372416,-326.4132448,-5891.850891,-387.0839049,-3887.606868,-817.0182987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,-2727.481375,-366.9631446,-3798.84506,-3955.901762,-1818.098579,-2187.657085,-317.2301756,-5737.894041,-374.69118,-3818.979347,-802.6388108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,-2682.607379,-361.1617,-3744.609196,-3797.742175,-1739.832058,-2064.721985,-312.4011561,-5627.343229,-372.6470054,-3775.363332,-786.7759837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,-2606.849796,-356.6508733,-3647.29203,-3732.002557,-1662.289816,-2007.246242,-307.9522964,-5444.008949,-350.3896247,-3689.231439,-783.7375882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,-2553.389177,-352.2638741,-3580.107467,-3674.210044,-1589.497639,-1994.60986,-304.2528609,-5321.634865,-340.7336009,-3638.465939,-756.6711817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,-2502.633264,-349.2460368,-3532.922343,-3656.801422,-1527.219874,-1890.29078,-301.6921011,-5278.390695,-340.2042648,-3547.917396,-748.0172841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,-2498.563755,-346.4836502,-3443.3568,-3568.360817,-1473.86062,-1843.394799,-299.7239011,-5078.896307,-321.114955,-3493.606154,-738.0593424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,-2432.453321,-344.7031126,-3382.711172,-3531.710774,-1430.174872,-1820.622354,-298.4584444,-4977.329193,-313.2939836,-3433.406133,-726.0417447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,-2335.128173,-342.7691696,-3333.892067,-3427.900906,-1379.930767,-1752.137363,-296.8630481,-4968.802747,-311.2641213,-3368.646877,-711.9123752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,-2300.147562,-341.7915364,-3260.977908,-3377.399562,-1342.724225,-1715.078582,-295.9468944,-4764.930978,-297.7097817,-3346.754938,-699.1131012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,-2259.598886,-340.0315993,-3207.376339,-3324.337197,-1314.852894,-1686.925848,-295.5909391,-4677.615189,-291.4880152,-3310.297007,-691.9471668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,-2211.036755,-339.2049976,-3155.868396,-3272.226841,-1275.836429,-1646.159401,-294.5155432,-4664.006254,-287.7996046,-3189.0924,-677.6948707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,-2154.066021,-338.4737828,-3147.994524,-3220.42097,-1249.564637,-1618.273128,-294.0587548,-4496.177426,-279.6394802,-3144.259361,-669.0300797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,-2096.927103,-337.9605133,-3084.827929,-3173.852981,-1229.12369,-1590.988103,-293.9396144,-4420.895325,-274.8574232,-3096.781345,-659.6974001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,-2063.924321,-337.4085328,-2992.273767,-3135.349919,-1202.691796,-1575.804169,-293.3191419,-4388.547116,-270.6198971,-3044.846378,-650.8052992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,-2021.057955,-337.0688817,-2958.360478,-3080.435297,-1184.229,-1547.655684,-293.079585,-4270.988669,-270.3562066,-3013.879187,-641.5239154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,-1989.694843,,-2919.268425,-3038.674194,-1167.999837,-1536.463698,,-4209.934538,-264.6688117,-2972.754512,-633.5380587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,-1954.522233,,-2872.79614,-3008.310091,-1151.743098,-1500.223251,,-4163.77971,-264.3395088,-2902.788104,-628.8700362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,-1917.184526,,-2818.836539,-2953.472634,-1138.974261,-1483.410614,,-4094.218558,-254.8221562,-2870.292446,-617.5687208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,-1908.588197,,-2766.168527,-2915.286185,-1126.328244,-1467.722609,,-4046.304785,-251.4968557,-2833.152867,-610.6676573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,-1894.297638,,-2736.433006,-2886.409883,-1118.048922,-1457.768578,,-3999.013436,-248.8851094,-2789.33055,-610.1596745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34,-1817.004807,,-2695.101998,-2837.277425,-1107.298386,-1440.475911,,-3973.343403,,-2741.4843,-595.880668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35,-1790.906443,,-2666.20081,-2802.505748,-1102.503206,-1430.632654,,-3923.120626,,-2728.780248,-589.5277975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36,-1765.019881,,-2634.328831,-2771.610225,-1089.322875,-1414.623724,,-3903.010861,,-2654.407836,-578.8771398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37,-1739.776248,,-2601.589575,-2732.977494,-1083.04902,-1405.529575,,-3835.973365,,-2630.024324,-573.1827665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38,-1714.477033,,-2574.083755,-2701.950872,-1077.40796,-1395.910843,,-3804.231672,,-2602.187157,-566.6631689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39,-1691.965277,,-2547.954259,-2669.8397,-1074.425443,-1386.098541,,-3774.40737,,-2569.031447,-559.0125876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40,-1671.132217,,-2526.622532,-2652.680228,-1068.299953,-1382.574637,,-3755.67118,,-2530.815723,-551.2379877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41,-1647.600989,,-2497.69157,-2618.136513,-1065.407444,-1377.398471,,-3721.70975,,-2497.85922,-545.3326308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42,-1627.820908,,-2476.055932,-2607.75019,-1059.461865,-1362.319773,,-3702.130331,,-2480.472009,-540.7295421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43,-1609.025695,,-2464.313528,-2551.098011,-1056.575577,-1357.141886,,-3669.515175,,-2441.516454,-533.2790258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44,-1588.849733,,-2432.640771,-2524.705201,-1053.71506,-1351.884634,,-3650.728507,,-2419.267862,-527.8970035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45,-1571.515081,,-2414.01096,-2501.26041,-1051.103309,-1346.404991,,-3630.634136,,-2396.159921,-522.644764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,46,-1553.702034,,-2407.044508,-2495.822693,-1048.830658,-1343.093103,,-3609.906742,,-2376.214684,-521.4541404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,-1545.642228,,-2375.433796,-2460.63124,-1046.933268,-1339.181624,,-3602.62871,,-2352.419007,-514.8790066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,48,-1527.359531,,-2358.778591,-2448.814864,-1045.519957,-1333.238553,,-3591.185466,,-2334.017868,-514.5368857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,-1525.834243,,-2351.565158,-2403.13051,-1043.598496,-1330.581119,,-3557.6337,,-2328.357338,-501.9490053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,-1490.394296,,-2324.303603,-2382.732459,-1042.297417,-1327.654181,,-3545.776147,,-2297.756626,-497.0249143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51,-1475.967437,,-2309.551865,-2362.394591,-1041.514896,-1324.368726,,-3533.630335,,-2283.134155,-493.1481386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,52,-1465.368227,,-2299.736296,-2345.135169,-1039.932536,-1320.956676,,-3520.832902,,-2256.072984,-487.7426164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,53,-1448.539841,,-2280.062114,-2323.088884,-1039.009259,-1319.664654,,-3513.16793,,-2241.634803,-483.8135636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,54,-1437.082526,,-2267.413227,-2306.072782,-1038.461271,-1315.482341,,-3503.651921,,-2225.586934,-479.4495082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55,-1424.976253,,-2255.942566,-2297.738043,-1037.318926,-1314.105152,,-3488.843228,,-2207.594758,-475.063102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56,-1414.793504,,-2242.981469,-2271.704465,-1036.659277,-1312.576147,,-3482.149376,,-2193.803949,-471.0490319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57,-1402.7377,,-2232.409114,-2256.949517,-1036.185329,-1310.836788,,-3474.707584,,-2180.72577,-467.3731205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,58,-1393.905405,,-2221.038719,-2254.729784,-1035.473735,-1308.931156,,-3466.241591,,-2180.284573,-464.9294659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,-1381.834589,,-2211.601601,-2225.523951,-1035.011972,-1307.253306,,-3457.321216,,-2152.12615,-460.1613235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,-1373.453075,,-2200.947016,-2211.909416,-1034.601746,-1306.385502,,-3454.349481,,-2139.83749,-457.0820317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,-1364.0957,,-2193.730414,-2210.725887,,-1305.004426,,-3442.481676,,-2135.83476,-456.7862454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,-1354.070078,,-2181.681047,-2182.199483,,-1304.163954,,-3438.617184,,-2113.958216,-450.626136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,-1350.141511,,-2173.955975,-2169.413349,,-1303.294012,,-3434.30177,,-2102.945976,-447.9012766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,-1345.021285,,-2165.732122,-2165.058708,,-1302.489872,,-3429.330077,,-2095.298743,-443.0456645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,-1327.651084,,-2158.08654,-2142.371075,,-1301.758607,,-3423.803627,,-2080.964961,-440.5070214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66,-1321.116642,,-2150.400058,-2130.727025,,-1301.144056,,-3419.014968,,-2071.511548,-437.6314253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,-1314.34413,,-2143.978766,-2122.792768,,-1300.762208,,-3416.521316,,-2062.324762,-434.2988872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,-1307.214749,,-2140.791372,-2107.305627,,-1300.022259,,-3411.983877,,-2058.925875,-431.1283185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69,-1304.436387,,-2131.679843,-2097.196205,,-1299.578503,,-3409.331597,,-2047.563467,-428.5675071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,-1299.012898,,-2126.682152,-2087.490865,,,,-3406.592331,,-2044.514976,-426.9947402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,-1287.377587,,-2118.797758,-2084.690118,,,,-3404.115666,,-2026.921368,-423.2505542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,-1282.846865,,-2114.206856,-2072.223604,,,,-3401.649773,,-2019.244739,-420.899878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,-1277.852091,,-2109.085879,-2069.789338,,,,-3399.642832,,-2012.244043,-418.8946378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,-1272.105255,,-2103.359401,-2049.387464,,,,-3398.583026,,-2008.944804,-416.1879641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75,-1266.355121,,-2098.718739,-2040.954339,,,,-3395.896885,,-1999.405331,-414.0978373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76,-1261.956196,,-2094.688717,-2033.525836,,,,-3394.400965,,-1994.689575,-411.9073608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,-1258.369503,,-2094.076722,-2031.067097,,,,-3392.284872,,-1984.420379,-410.4910712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,-1253.31601,,-2086.11127,-2020.020263,,,,-3391.033951,,-1978.972095,-408.1269192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,-1249.58065,,-2082.479521,-2015.390871,,,,-3389.651787,,-1973.127867,-407.0148413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,-1245.735241,,-2081.068109,-2002.828107,,,,-3388.122983,,-1967.113178,-403.6972017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,81,-1243.305523,,-2074.982174,-1996.724869,,,,-3386.788257,,-1966.580854,-401.9364051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,-1239.193921,,-2071.811877,-1990.322595,,,,-3385.760639,,-1963.348367,-400.1820259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,-1237.257908,,-2069.567754,-1984.002205,,,,-3385.323703,,-1949.990874,-398.9577901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,84,-1231.732382,,-2065.570594,-1977.925642,,,,-3383.709869,,-1945.709151,-396.8807501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,-1228.846093,,-2062.919102,-1972.43096,,,,-3382.863314,,-1941.346668,-395.5716292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,-1225.981121,,-2060.355393,-1967.775481,,,,-3382.334995,,-1936.72163,-393.4184945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,-1223.892841,,-2059.40555,-1961.56033,,,,-3381.22308,,-1934.602843,-392.0676765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,-1220.661647,,-2056.302424,-1956.733754,,,,-3380.546413,,-1930.815036,-390.5599819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,-1218.548864,,-2055.515786,-1953.032762,,,,-3379.964473,,-1923.809747,-388.9239668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,-1215.389516,,-2050.729812,-1947.000566,,,,-3379.279809,,-1920.900683,-388.2476824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,-1213.356496,,-2048.69,-1942.678143,,,,-3378.75211,,-1917.626097,-387.2928982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,-1211.091054,,-2046.862879,-1939.190534,,,,-3378.2056,,-1913.797331,-384.4368229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,-1208.624019,,-2046.092186,-1933.984284,,,,-3377.799221,,-1909.681617,-383.3206541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,-1207.286454,,-2043.573173,-1930.126464,,,,-3377.28941,,-1909.029214,-382.1245324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,-1205.791042,,-2042.41697,-1926.531852,,,,-3376.991336,,-1902.126374,-380.8011321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,-1202.200373,,-2039.688917,-1922.505512,,,,-3376.401546,,-1900.031634,-379.9235049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,-1200.677099,,-2038.312043,-1919.123019,,,,-3376.064277,,-1897.65949,-378.8680849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,-1199.026118,,-2036.862361,-1915.529074,,,,-3375.722418,,-1894.846724,-377.2052576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,-1197.186468,,-2035.413528,-1913.05485,,,,-3375.436975,,-1891.615558,-376.3784452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,-1195.749453,,-2034.107151,-1909.458694,,,,-3375.109783,,-1888.825075,-375.4236734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,-1194.341957,,-2032.904595,-1907.770098,,,,-3374.867391,,-1887.317543,-374.2885063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,102,-1194.014191,,-2031.846046,-1902.613474,,,,,,-1884.105759,-373.021956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,103,-1191.353264,,-2030.573132,-1899.877908,,,,,,-1882.2616,-372.4731305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,104,-1190.084087,,-2029.553574,-1897.232996,,,,,,-1880.327278,-370.7561809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,-1189.328374,,-2028.724415,-1895.738847,,,,,,-1878.570641,-370.1161447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,106,-1187.52839,,-2027.54387,-1892.444537,,,,,,-1876.655976,-369.3736339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,107,-1186.440448,,-2026.664454,-1890.733112,,,,,,-1875.091279,-368.4812651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,108,-1185.455398,,-2025.917596,-1886.986438,,,,,,-1874.317187,-367.4344051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,109,,,-2024.934789,-1884.937806,,,,,,-1872.017973,-366.4323074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110,,,-2024.178562,-1882.752853,,,,,,-1870.732942,-365.8679211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,111,,,-2023.454049,-1880.582298,,,,,,-1868.804535,-364.9495224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,,,,-1878.5425,,,,,,-1867.645818,-364.3398766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113,,,,-1876.684468,,,,,,-1866.33282,-363.6718443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,,,,-1875.163957,,,,,,-1864.832398,-363.0085404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,115,,,,-1873.017715,,,,,,-1863.471732,-362.3819456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,116,,,,-1871.399505,,,,,,-1862.379009,-361.8143163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,117,,,,-1870.30594,,,,,,-1861.885728,-361.4195904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,118,,,,-1868.115375,,,,,,-1860.097413,-360.6892387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,119,,,,-1866.663756,,,,,,-1859.106261,-360.2009506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120,,,,-1865.687714,,,,,,-1858.444837,-360.0597617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,121,,,,-1863.697506,,,,,,-1857.099435,-359.178985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122,,,,-1862.387028,,,,,,-1856.227947,-358.7346581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,,,,-1861.334281,,,,,,-1855.436832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,124,,,,-1859.756333,,,,,,-1854.523061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,,,,-1858.59619,,,,,,-1853.776022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,126,,,,-1857.465838,,,,,,-1852.969678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,,,,-1857.192414,,,,,,-1852.310495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,128,,,,-1855.824388,,,,,,-1851.534071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,129,,,,,,,,,,-1851.020643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,130,,,,,,,,,,-1850.109898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,,,,,,,,,,-1849.533164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,132,,,,,,,,,,-1848.919061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,,,,,,,,,,-1848.356094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,134,,,,,,,,,,-1847.76025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,,,,,,,,,,-1847.270689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,136,,,,,,,,,,-1847.058207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,137,,,,,,,,,,-1846.319064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,138,,,,,,,,,,-1845.931488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,139,,,,,,,,,,-1845.272898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,,,,,,,,,,-1844.900302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,,,,,,,,,,-1844.483881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,142,,,,,,,,,,-1844.016197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,,,,,,,,,,-1843.649878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,,,,,,,,,,-1843.313254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
