"V1" "V2" "V3" "V4"
45.777 60.118 51.894 28.492
46.113 59.993 51.808 28.586
46.426 59.825 51.69 28.674
46.712 59.61 51.539 28.754
46.971 59.347 51.351 28.825
47.202 59.032 51.126 28.882
47.404 58.665 50.863 28.926
47.576 58.246 50.563 28.953
47.719 57.778 50.226 28.961
47.834 57.262 49.855 28.949
47.921 56.702 49.452 28.916
47.981 56.105 49.02 28.861
48.015 55.475 48.564 28.783
48.024 54.821 48.09 28.683
48.009 54.153 47.604 28.56
47.97 53.478 47.111 28.415
47.909 52.809 46.62 28.251
47.826 52.157 46.139 28.07
47.723 51.532 45.675 27.874
47.6 50.947 45.237 27.668
47.459 50.414 44.832 27.455
47.3 49.944 44.471 27.241
47.125 49.548 44.159 27.03
46.935 49.235 43.904 26.829
46.732 49.016 43.714 26.644
46.518 48.897 43.593 26.481
46.295 48.884 43.547 26.348
46.065 48.981 43.579 26.251
45.833 49.192 43.692 26.198
45.601 49.515 43.886 26.195
45.374 49.949 44.161 26.248
45.157 50.491 44.515 26.364
44.953 51.133 44.945 26.548
44.768 51.868 45.446 26.805
44.608 52.685 46.013 27.138
44.478 53.572 46.636 27.552
44.384 54.516 47.308 28.047
44.332 55.502 48.019 28.625
44.328 56.512 48.757 29.284
44.376 57.53 49.512 30.024
44.482 58.538 50.271 30.841
44.651 59.519 51.021 31.732
44.884 60.454 51.75 32.691
45.186 61.325 52.446 33.711
45.558 62.118 53.095 34.784
45.999 62.815 53.687 35.903
46.511 63.403 54.21 37.058
47.09 63.87 54.656 38.239
47.732 64.206 55.014 39.436
48.434 64.403 55.277 40.638
49.188 64.455 55.441 41.834
49.987 64.36 55.5 43.014
50.822 64.117 55.453 44.167
51.682 63.73 55.299 45.283
52.556 63.203 55.04 46.353
53.432 62.544 54.679 47.369
54.296 61.764 54.221 48.323
55.136 60.876 53.674 49.209
55.938 59.895 53.046 50.021
56.688 58.837 52.347 50.755
57.372 57.722 51.589 51.408
57.979 56.569 50.786 51.979
58.496 55.399 49.951 52.468
58.912 54.232 49.098 52.875
59.22 53.092 48.242 53.202
59.41 51.997 47.4 53.453
59.478 50.97 46.585 53.631
59.42 50.028 45.813 53.742
59.235 49.19 45.098 53.791
58.923 48.472 44.452 53.784
58.489 47.888 43.888 53.727
57.938 47.448 43.416 53.629
57.277 47.163 43.046 53.495
56.518 47.037 42.783 53.334
55.672 47.075 42.633 53.151
54.754 47.276 42.599 52.953
53.78 47.637 42.683 52.748
52.766 48.152 42.883 52.54
51.73 48.814 43.195 52.335
50.69 49.61 43.614 52.138
49.667 50.526 44.133 51.953
48.677 51.546 44.742 51.783
47.739 52.652 45.431 51.631
46.869 53.824 46.187 51.5
46.084 55.042 46.995 51.391
45.397 56.282 47.841 51.303
44.819 57.522 48.71 51.239
44.361 58.741 49.585 51.197
44.028 59.914 50.449 51.176
43.825 61.022 51.288 51.175
43.752 62.042 52.083 51.192
43.809 62.957 52.822 51.226
43.991 63.749 53.488 51.274
44.29 64.403 54.07 51.334
44.696 64.906 54.556 51.403
45.198 65.249 54.936 51.479
45.78 65.425 55.202 51.56
46.428 65.429 55.349 51.643
47.123 65.26 55.374 51.726
47.847 64.922 55.274 51.807
48.581 64.419 55.052 51.884
49.306 63.76 54.71 51.956
50.003 62.955 54.254 52.022
50.655 62.02 53.693 52.079
51.244 60.971 53.036 52.129
51.755 59.827 52.295 52.169
52.175 58.607 51.483 52.201
52.493 57.335 50.617 52.223
52.699 56.033 49.711 52.237
52.787 54.726 48.784 52.241
52.754 53.438 47.852 52.239
52.598 52.192 46.934 52.228
52.321 51.012 46.047 52.212
51.928 49.921 45.209 52.19
51.424 48.938 44.437 52.163
50.82 48.084 43.746 52.134
50.125 47.374 43.15 52.101
49.352 46.823 42.662 52.067
48.516 46.442 42.292 52.033
47.63 46.239 42.049 51.998
46.712 46.22 41.938 51.965
45.775 46.386 41.964 51.934
44.837 46.736 42.129 51.904
43.913 47.264 42.429 51.878
43.017 47.963 42.863 51.854
42.162 48.822 43.424 51.834
41.362 49.826 44.103 51.818
40.627 50.959 44.889 51.805
39.966 52.202 45.771 51.795
39.386 53.535 46.733 51.789
38.893 54.933 47.76 51.786
38.491 56.375 48.835 51.786
38.18 57.834 49.94 51.789
37.962 59.287 51.056 51.794
37.833 60.709 52.165 51.801
37.79 62.075 53.249 51.81
37.829 63.361 54.288 51.82
37.942 64.548 55.268 51.831
38.123 65.613 56.169 51.843
38.363 66.539 56.98 51.854
38.653 67.31 57.685 51.866
38.984 67.914 58.273 51.878
39.347 68.34 58.737 51.89
39.73 68.58 59.067 51.901
40.126 68.632 59.26 51.911
40.525 68.495 59.313 51.921
40.917 68.171 59.226 51.93
41.296 67.665 59.001 51.939
41.653 66.988 58.644 51.947
41.983 66.15 58.16 51.954
42.279 65.166 57.56 51.961
42.538 64.053 56.854 51.968
42.756 62.83 56.055 51.974
42.929 61.518 55.176 51.979
43.058 60.139 54.235 51.984
43.141 58.718 53.246 51.989
43.179 57.277 52.227 51.994
43.174 55.841 51.195 51.998
43.126 54.434 50.167 52.002
43.041 53.079 49.162 52.005
42.92 51.798 48.194 52.007
42.768 50.613 47.28 52.008
42.59 49.541 46.433 52.008
42.39 48.6 45.668 52.007
42.175 47.804 44.995 52.004
41.949 47.164 44.424 51.999
41.718 46.689 43.963 51.992
41.487 46.385 43.617 51.983
41.261 46.254 43.389 51.971
41.047 46.295 43.28 51.955
40.848 46.506 43.291 51.937
40.67 46.879 43.417 51.915
40.516 47.406 43.654 51.89
40.39 48.075 43.995 51.861
40.296 48.872 44.431 51.828
40.236 49.781 44.954 51.792
40.212 50.785 45.55 51.752
40.226 51.864 46.209 51.708
40.278 52.999 46.916 51.662
40.37 54.169 47.658 51.612
40.5 55.354 48.422 51.559
40.668 56.533 49.193 51.504
40.873 57.686 49.956 51.447
41.112 58.793 50.699 51.389
41.383 59.836 51.409 51.329
41.682 60.799 52.072 51.269
42.008 61.666 52.679 51.209
42.354 62.422 53.219 51.149
42.718 63.058 53.682 51.09
43.096 63.562 54.062 51.033
43.482 63.928 54.352 50.978
43.872 64.151 54.548 50.925
44.261 64.227 54.647 50.875
44.646 64.157 54.646 50.828
45.021 63.941 54.546 50.784
45.381 63.585 54.349 50.745
45.725 63.094 54.057 50.709
46.046 62.475 53.674 50.677
46.343 61.741 53.208 50.65
46.613 60.901 52.664 50.627
46.852 59.969 52.05 50.607
47.06 58.96 51.377 50.592
47.234 57.889 50.653 50.58
47.374 56.774 49.891 50.572
47.48 55.631 49.1 50.568
47.552 54.478 48.294 50.566
47.59 53.334 47.484 50.567
47.596 52.215 46.683 50.57
47.571 51.139 45.902 50.576
47.518 50.124 45.155 50.583
47.437 49.185 44.452 50.592
47.333 48.337 43.804 50.601
47.207 47.593 43.222 50.611
47.064 46.966 42.715 50.622
46.905 46.467 42.29 50.632
46.733 46.102 41.956 50.643
46.553 45.879 41.718 50.653
46.368 45.801 41.58 50.662
46.179 45.87 41.544 50.67
45.991 46.087 41.612 50.678
45.806 46.447 41.783 50.684
45.627 46.946 42.056 50.689
45.456 47.576 42.426 50.693
45.295 48.327 42.888 50.696
45.147 49.188 43.435 50.698
45.014 50.146 44.06 50.699
44.896 51.184 44.752 50.699
44.796 52.288 45.501 50.697
44.715 53.437 46.295 50.695
44.653 54.615 47.122 50.692
44.612 55.802 47.969 50.689
44.593 56.978 48.822 50.685
44.594 58.124 49.667 50.681
44.618 59.221 50.492 50.676
44.665 60.251 51.282 50.672
44.733 61.195 52.024 50.667
44.824 62.039 52.707 50.663
44.936 62.768 53.319 50.658
45.07 63.369 53.85 50.655
45.224 63.832 54.29 50.651
45.399 64.148 54.633 50.648
45.592 64.312 54.871 50.645
45.804 64.321 55.002 50.643
46.032 64.174 55.022 50.642
46.276 63.873 54.931 50.641
46.533 63.423 54.729 50.641
46.803 62.831 54.42 50.641
47.082 62.107 54.008 50.641
47.368 61.262 53.501 50.642
47.66 60.31 52.905 50.644
47.954 59.268 52.23 50.646
48.248 58.153 51.488 50.648
48.54 56.983 50.69 50.65
48.826 55.778 49.85 50.652
49.103 54.558 48.98 50.655
49.368 53.343 48.096 50.658
49.62 52.153 47.21 50.66
49.853 51.009 46.339 50.663
50.067 49.929 45.496 50.665
50.258 48.93 44.695 50.668
50.424 48.03 43.948 50.67
50.563 47.242 43.269 50.671
50.674 46.58 42.667 50.673
50.755 46.052 42.152 50.674
50.805 45.669 41.733 50.674
50.825 45.435 41.417 50.675
50.814 45.354 41.207 50.675
50.774 45.427 41.108 50.674
50.706 45.651 41.121 50.673
50.611 46.024 41.245 50.672
50.493 46.538 41.479 50.67
50.355 47.186 41.819 50.668
50.201 47.958 42.26 50.666
50.034 48.84 42.794 50.664
49.861 49.82 43.414 50.661
49.685 50.883 44.11 50.658
49.514 52.014 44.871 50.656
49.352 53.194 45.687 50.653
49.205 54.407 46.545 50.65
49.08 55.636 47.432 50.648
48.982 56.863 48.335 50.645
48.918 58.07 49.242 50.643
48.892 59.239 50.137 50.642
48.91 60.355 51.01 50.64
48.976 61.402 51.845 50.639
49.093 62.363 52.633 50.639
49.264 63.226 53.36 50.639
49.491 63.978 54.016 50.64
49.776 64.608 54.591 50.641
50.117 65.105 55.076 50.643
50.513 65.462 55.465 50.646
50.962 65.673 55.75 50.649
51.46 65.732 55.927 50.652
52.003 65.638 55.992 50.656
52.583 65.389 55.944 50.661
53.195 64.987 55.782 50.665
53.83 64.435 55.508 50.67
54.478 63.739 55.125 50.675
55.132 62.905 54.637 50.68
55.779 61.943 54.05 50.685
56.41 60.865 53.372 50.689
57.014 59.683 52.612 50.693
57.579 58.411 51.779 50.697
58.096 57.066 50.886 50.7
58.553 55.664 49.945 50.702
58.941 54.224 48.968 50.703
59.251 52.765 47.97 50.703
59.476 51.307 46.964 50.702
59.607 49.868 45.966 50.699
59.64 48.469 44.988 50.696
59.571 47.129 44.046 50.691
59.398 45.866 43.153 50.686
59.118 44.697 42.321 50.679
58.735 43.639 41.562 50.671
58.251 42.706 40.887 50.662
57.669 41.91 40.305 50.652
56.997 41.262 39.823 50.642
56.243 40.769 39.446 50.631
55.417 40.437 39.18 50.621
54.529 40.267 39.026 50.61
53.591 40.26 38.983 50.6
52.618 40.413 39.051 50.59
51.623 40.718 39.225 50.582
50.62 41.169 39.498 50.575
49.626 41.753 39.864 50.569
48.653 42.457 40.314 50.566
47.718 43.264 40.835 50.564
46.833 44.158 41.416 50.565
46.013 45.118 42.045 50.569
45.268 46.124 42.706 50.575
44.61 47.154 43.385 50.584
44.046 48.187 44.068 50.595
43.585 49.202 44.739 50.61
43.232 50.176 45.385 50.626
42.99 51.089 45.99 50.646
42.86 51.922 46.544 50.667
42.841 52.658 47.033 50.689
42.931 53.281 47.448 50.713
43.126 53.779 47.781 50.738
43.418 54.142 48.024 50.762
43.8 54.363 48.174 50.786
44.264 54.437 48.227 50.809
44.798 54.363 48.184 50.829
45.392 54.146 48.047 50.847
46.034 53.79 47.82 50.861
46.712 53.305 47.51 50.872
47.415 52.703 47.125 50.877
48.131 52 46.676 50.877
48.848 51.211 46.174 50.872
49.558 50.359 45.634 50.86
50.251 49.463 45.07 50.841
50.918 48.547 44.497 50.816
51.553 47.634 43.932 50.784
52.152 46.748 43.391 50.746
52.709 45.912 42.889 50.702
53.224 45.15 42.443 50.653
53.695 44.484 42.066 50.599
54.122 43.933 41.772 50.542
54.509 43.514 41.572 50.482
54.857 43.245 41.478 50.421
55.171 43.136 41.496 50.361
55.456 43.197 41.632 50.304
55.717 43.435 41.891 50.251
55.96 43.851 42.273 50.204
56.192 44.445 42.777 50.166
56.418 45.212 43.399 50.138
56.645 46.144 44.133 50.123
56.877 47.23 44.97 50.122
57.119 48.456 45.901 50.139
57.376 49.805 46.912 50.174
57.65 51.257 47.99 50.229
57.943 52.793 49.121 50.306
58.255 54.388 50.286 50.407
58.588 56.02 51.47 50.531
58.938 57.664 52.655 50.681
59.303 59.295 53.824 50.856
59.679 60.889 54.958 51.056
60.061 62.423 56.042 51.281
60.443 63.874 57.06 51.531
60.819 65.222 57.996 51.803
61.18 66.447 58.837 52.097
61.52 67.533 59.572 52.411
61.829 68.465 60.189 52.743
62.099 69.231 60.682 53.09
62.323 69.823 61.043 53.449
62.491 70.234 61.268 53.818
62.598 70.461 61.356 54.193
62.635 70.504 61.305 54.572
62.596 70.365 61.12 54.951
62.477 70.05 60.802 55.327
62.275 69.566 60.36 55.697
61.985 68.925 59.8 56.057
61.607 68.138 59.132 56.405
61.142 67.22 58.367 56.737
60.59 66.189 57.517 57.053
59.955 65.061 56.596 57.349
59.241 63.856 55.617 57.623
58.454 62.593 54.597 57.875
57.602 61.293 53.549 58.102
56.691 59.977 52.488 58.305
55.732 58.664 51.431 58.482
54.735 57.375 50.392 58.634
53.711 56.127 49.385 58.762
52.67 54.94 48.423 58.865
51.625 53.828 47.518 58.946
50.586 52.808 46.682 59.004
49.567 51.892 45.925 59.042
48.578 51.09 45.254 59.061
47.629 50.411 44.676 59.064
46.731 49.861 44.196 59.051
45.893 49.445 43.818 59.026
45.123 49.164 43.543 58.99
44.428 49.017 43.37 58.946
43.814 49 43.298 58.895
43.286 49.109 43.322 58.839
42.845 49.337 43.438 58.781
42.494 49.673 43.64 58.722
42.234 50.106 43.919 58.664
42.062 50.626 44.266 58.608
41.977 51.216 44.672 58.555
41.975 51.865 45.127 58.506
42.051 52.554 45.618 58.462
42.2 53.271 46.136 58.424
42.414 53.998 46.667 58.393
42.687 54.72 47.202 58.367
43.01 55.423 47.729 58.348
43.375 56.092 48.238 58.336
43.774 56.715 48.719 58.329
44.197 57.279 49.162 58.329
44.637 57.774 49.56 58.333
45.085 58.192 49.907 58.342
45.532 58.525 50.195 58.356
45.972 58.768 50.422 58.372
46.396 58.918 50.584 58.392
46.8 58.974 50.679 58.413
47.176 58.937 50.708 58.436
47.522 58.81 50.671 58.459
47.832 58.597 50.572 58.482
48.103 58.305 50.414 58.505
48.335 57.942 50.203 58.527
48.524 57.518 49.946 58.547
48.672 57.043 49.648 58.566
48.779 56.531 49.32 58.582
48.845 55.993 48.97 58.596
48.873 55.444 48.608 58.607
48.866 54.897 48.244 58.617
48.825 54.367 47.888 58.623
48.756 53.868 47.552 58.627
48.662 53.413 47.245 58.629
48.547 53.014 46.977 58.629
48.415 52.685 46.758 58.626
48.272 52.435 46.598 58.622
48.12 52.275 46.504 58.617
47.966 52.212 46.484 58.61
47.812 52.252 46.543 58.602
47.664 52.401 46.687 58.594
47.524 52.661 46.92 58.585
47.396 53.032 47.244 58.576
47.283 53.515 47.659 58.567
47.188 54.105 48.164 58.559
47.111 54.798 48.759 58.55
47.055 55.588 49.439 58.543
47.021 56.466 50.199 58.536
47.009 57.422 51.032 58.53
47.019 58.445 51.931 58.524
47.049 59.523 52.886 58.52
47.1 60.642 53.887 58.516
47.17 61.787 54.923 58.513
47.256 62.944 55.982 58.511
47.355 64.096 57.049 58.509
47.467 65.228 58.113 58.508
47.586 66.323 59.159 58.508
47.711 67.367 60.172 58.508
47.837 68.343 61.139 58.508
47.961 69.238 62.046 58.508
48.079 70.036 62.879 58.509
48.189 70.725 63.626 58.51
48.286 71.294 64.274 58.511
48.368 71.731 64.814 58.512
48.431 72.029 65.234 58.513
48.474 72.18 65.528 58.515
48.493 72.179 65.689 58.516
48.487 72.023 65.712 58.517
48.455 71.711 65.594 58.519
48.396 71.244 65.334 58.521
48.31 70.626 64.935 58.522
48.198 69.862 64.4 58.525
48.061 68.96 63.733 58.527
47.901 67.93 62.944 58.53
47.72 66.784 62.041 58.533
47.522 65.536 61.037 58.537
47.311 64.203 59.946 58.541
47.091 62.803 58.781 58.545
46.867 61.353 57.561 58.55
46.643 59.875 56.302 58.556
46.427 58.389 55.024 58.561
46.223 56.918 53.745 58.567
46.038 55.482 52.485 58.573
45.877 54.104 51.263 58.579
45.747 52.804 50.098 58.585
45.652 51.603 49.007 58.59
45.599 50.519 48.009 58.595
45.591 49.569 47.118 58.599
45.633 48.769 46.347 58.602
45.727 48.131 45.71 58.604
45.876 47.665 45.214 58.605
46.082 47.379 44.867 58.604
46.343 47.276 44.673 58.601
46.659 47.359 44.635 58.597
47.027 47.624 44.75 58.591
47.445 48.068 45.016 58.583
47.908 48.681 45.425 58.573
48.409 49.453 45.969 58.561
48.942 50.37 46.637 58.548
49.498 51.415 47.415 58.533
50.069 52.57 48.288 58.516
50.646 53.814 49.239 58.499
51.218 55.126 50.25 58.482
51.774 56.483 51.302 58.464
52.303 57.861 52.374 58.447
52.796 59.237 53.449 58.43
53.24 60.586 54.505 58.416
53.627 61.886 55.523 58.403
53.945 63.115 56.485 58.393
54.187 64.252 57.375 58.386
54.344 65.279 58.175 58.384
54.409 66.18 58.872 58.386
54.376 66.938 59.454 58.393
54.241 67.543 59.909 58.407
54.002 67.986 60.232 58.426
53.655 68.258 60.414 58.452
53.202 68.358 60.454 58.485
52.644 68.284 60.349 58.526
51.984 68.038 60.102 58.573
51.225 67.624 59.715 58.628
50.374 67.05 59.194 58.689
49.437 66.326 58.546 58.757
48.422 65.463 57.782 58.831
47.338 64.474 56.912 58.911
46.195 63.377 55.948 58.996
45.004 62.187 54.904 59.084
43.774 60.922 53.794 59.175
42.517 59.602 52.635 59.268
41.245 58.246 51.442 59.362
39.969 56.873 50.23 59.454
38.701 55.503 49.016 59.545
37.451 54.154 47.814 59.632
36.23 52.845 46.641 59.715
35.048 51.592 45.51 59.791
33.914 50.412 44.435 59.86
32.837 49.318 43.427 59.92
31.824 48.323 42.497 59.971
30.882 47.439 41.653 60.011
30.016 46.672 40.905 60.04
29.231 46.03 40.257 60.057
28.531 45.517 39.713 60.062
27.917 45.135 39.276 60.055
27.392 44.883 38.946 60.036
26.956 44.76 38.722 60.006
26.609 44.762 38.602 59.965
26.348 44.88 38.58 59.913
26.172 45.108 38.652 59.854
26.077 45.435 38.809 59.787
26.06 45.849 39.043 59.715
26.116 46.338 39.345 59.639
26.241 46.888 39.705 59.562
26.428 47.484 40.111 59.486
26.672 48.11 40.552 59.413
26.967 48.751 41.017 59.346
27.307 49.39 41.494 59.287
27.684 50.011 41.971 59.239
28.093 50.6 42.437 59.203
28.526 51.142 42.881 59.182
28.977 51.622 43.293 59.177
29.44 52.028 43.664 59.191
29.908 52.348 43.985 59.223
30.377 52.574 44.249 59.275
30.839 52.696 44.451 59.347
31.291 52.709 44.586 59.439
31.727 52.61 44.65 59.55
32.143 52.395 44.642 59.678
32.535 52.065 44.561 59.822
32.901 51.624 44.409 59.979
33.237 51.075 44.188 60.146
33.542 50.426 43.902 60.319
33.815 49.686 43.557 60.494
34.053 48.865 43.159 60.666
34.259 47.978 42.716 60.83
34.431 47.037 42.237 60.981
34.572 46.059 41.73 61.113
34.682 45.061 41.207 61.221
34.765 44.06 40.678 61.298
34.824 43.074 40.154 61.34
34.86 42.122 39.646 61.34
34.88 41.222 39.164 61.294
34.886 40.391 38.72 61.196
34.884 39.647 38.324 61.044
34.879 39.004 37.984 60.834
34.876 38.478 37.709 60.563
34.881 38.081 37.508 60.23
34.898 37.822 37.386 59.834
34.934 37.711 37.348 59.376
34.995 37.753 37.398 58.858
35.085 37.952 37.537 58.282
35.209 38.307 37.767 57.653
35.374 38.817 38.087 56.975
35.582 39.478 38.493 56.254
35.838 40.281 38.982 55.498
36.145 41.216 39.548 54.715
36.506 42.271 40.184 53.912
36.923 43.432 40.882 53.1
37.397 44.681 41.633 52.288
37.929 46 42.425 51.486
38.519 47.369 43.248 50.704
39.164 48.767 44.089 49.951
39.864 50.173 44.937 49.239
40.616 51.564 45.778 48.574
41.415 52.919 46.6 47.967
42.257 54.215 47.39 47.425
43.137 55.432 48.136 46.954
44.049 56.551 48.826 46.56
44.986 57.552 49.449 46.246
45.941 58.42 49.996 46.017
46.906 59.141 50.458 45.874
47.872 59.703 50.827 45.816
48.832 60.097 51.098 45.842
49.778 60.317 51.265 45.951
50.7 60.359 51.327 46.137
51.589 60.224 51.283 46.396
52.439 59.914 51.132 46.721
53.241 59.436 50.879 47.105
53.988 58.798 50.526 47.539
54.673 58.012 50.082 48.015
55.291 57.093 49.552 48.523
55.836 56.057 48.947 49.053
56.306 54.924 48.277 49.595
56.697 53.714 47.554 50.139
57.008 52.45 46.791 50.674
57.238 51.155 46.001 51.193
57.389 49.853 45.2 51.684
57.463 48.567 44.4 52.14
57.463 47.323 43.618 52.554
57.395 46.143 42.867 52.918
57.263 45.048 42.161 53.227
57.076 44.06 41.514 53.477
56.84 43.196 40.937 53.663
56.566 42.474 40.442 53.783
56.262 41.907 40.039 53.837
55.938 41.506 39.735 53.825
55.604 41.278 39.536 53.748
55.272 41.23 39.448 53.609
54.951 41.361 39.473 53.411
54.651 41.672 39.612 53.159
54.382 42.156 39.863 52.859
54.151 42.807 40.223 52.517
53.967 43.614 40.686 52.14
53.836 44.563 41.246 51.736
53.762 45.638 41.895 51.313
53.749 46.824 42.622 50.88
53.799 48.098 43.415 50.445
53.91 49.443 44.263 50.017
54.082 50.834 45.153 49.604
54.31 52.252 46.07 49.215
54.588 53.672 47 48.857
54.909 55.075 47.93 48.538
55.263 56.438 48.845 48.263
55.639 57.742 49.732 48.039
56.024 58.968 50.578 47.87
56.406 60.1 51.372 47.76
56.77 61.123 52.103 47.712
57.101 62.026 52.761 47.727
57.384 62.798 53.338 47.806
57.604 63.432 53.829 47.949
57.746 63.926 54.23 48.153
57.797 64.275 54.536 48.416
57.744 64.484 54.748 48.734
57.577 64.554 54.866 49.103
57.287 64.493 54.894 49.517
56.867 64.31 54.835 49.97
56.313 64.016 54.697 50.455
55.624 63.623 54.485 50.966
54.8 63.147 54.21 51.494
53.846 62.602 53.882 52.033
52.77 62.007 53.51 52.573
51.58 61.379 53.108 53.109
50.291 60.734 52.686 53.633
48.918 60.091 52.258 54.138
47.478 59.467 51.836 54.618
45.991 58.878 51.432 55.067
44.48 58.339 51.057 55.48
42.967 57.865 50.722 55.854
41.476 57.467 50.439 56.185
40.032 57.156 50.214 56.471
38.658 56.939 50.057 56.711
37.38 56.824 49.974 56.903
36.218 56.815 49.969 57.05
35.195 56.912 50.045 57.152
34.329 57.116 50.205 57.212
33.638 57.424 50.448 57.232
33.136 57.83 50.774 57.218
32.832 58.329 51.177 57.172
32.736 58.912 51.655 57.1
32.852 59.568 52.201 57.007
33.179 60.287 52.807 56.9
33.716 61.055 53.464 56.783
34.456 61.86 54.164 56.662
35.388 62.687 54.896 56.545
36.501 63.522 55.649 56.435
37.777 64.351 56.41 56.339
39.198 65.161 57.169 56.262
40.744 65.937 57.914 56.207
42.391 66.666 58.632 56.18
44.115 67.338 59.313 56.183
45.892 67.941 59.945 56.22
47.695 68.466 60.519 56.292
49.499 68.905 61.026 56.401
51.28 69.252 61.456 56.548
53.012 69.502 61.804 56.731
54.673 69.653 62.063 56.951
56.242 69.703 62.229 57.206
57.7 69.654 62.3 57.494
59.03 69.506 62.274 57.812
60.219 69.264 62.152 58.156
61.254 68.934 61.935 58.524
62.127 68.523 61.628 58.91
62.834 68.039 61.235 59.311
63.371 67.491 60.763 59.722
63.738 66.889 60.219 60.138
63.941 66.246 59.613 60.555
63.984 65.573 58.955 60.969
63.876 64.882 58.256 61.374
63.628 64.185 57.529 61.766
63.254 63.496 56.785 62.143
62.768 62.826 56.038 62.5
62.187 62.187 55.301 62.834
61.529 61.59 54.585 63.143
60.812 61.046 53.905 63.425
60.056 60.564 53.272 63.678
59.28 60.153 52.698 63.901
58.503 59.819 52.192 64.093
57.744 59.567 51.764 64.255
57.021 59.403 51.422 64.388
56.352 59.329 51.172 64.491
55.752 59.345 51.019 64.566
55.236 59.452 50.967 64.615
54.815 59.647 51.016 64.641
54.501 59.926 51.167 64.643
54.302 60.285 51.417 64.627
54.224 60.718 51.763 64.593
54.27 61.217 52.199 64.544
54.441 61.773 52.719 64.484
54.736 62.377 53.313 64.413
55.152 63.018 53.972 64.336
55.681 63.687 54.686 64.254
56.316 64.37 55.442 64.169
57.045 65.058 56.229 64.084
57.856 65.738 57.032 64
58.734 66.4 57.839 63.919
59.663 67.031 58.637 63.843
60.625 67.622 59.411 63.771
61.602 68.163 60.149 63.705
62.574 68.644 60.839 63.646
63.523 69.057 61.469 63.594
64.427 69.395 62.028 63.55
65.27 69.653 62.507 63.512
66.031 69.824 62.898 63.482
66.693 69.907 63.193 63.458
67.242 69.898 63.388 63.44
67.662 69.797 63.48 63.428
67.941 69.604 63.464 63.422
68.071 69.322 63.343 63.419
68.042 68.954 63.117 63.421
67.852 68.504 62.788 63.425
67.497 67.979 62.363 63.431
66.98 67.385 61.846 63.44
66.304 66.731 61.246 63.449
65.476 66.025 60.572 63.459
64.505 65.277 59.834 63.468
63.403 64.498 59.043 63.478
62.186 63.698 58.21 63.487
60.869 62.889 57.349 63.494
59.471 62.081 56.472 63.501
58.013 61.287 55.593 63.506
56.514 60.517 54.724 63.51
54.997 59.781 53.878 63.513
53.484 59.09 53.066 63.514
51.997 58.453 52.302 63.514
50.557 57.878 51.594 63.514
49.185 57.373 50.954 63.512
47.9 56.943 50.388 63.509
46.719 56.595 49.903 63.506
45.659 56.331 49.507 63.503
44.732 56.154 49.201 63.499
43.95 56.065 48.989 63.495
43.322 56.063 48.872 63.491
42.852 56.148 48.848 63.487
42.545 56.316 48.917 63.483
42.401 56.564 49.073 63.479
42.417 56.885 49.314 63.474
42.589 57.275 49.632 63.47
42.91 57.726 50.021 63.465
43.372 58.23 50.473 63.459
43.962 58.781 50.98 63.453
44.669 59.37 51.533 63.446
45.478 59.987 52.122 63.438
46.375 60.625 52.738 63.429
47.345 61.276 53.373 63.418
48.371 61.93 54.016 63.406
49.439 62.581 54.66 63.392
50.531 63.221 55.296 63.376
51.634 63.843 55.916 63.357
52.733 64.441 56.514 63.337
53.814 65.01 57.083 63.314
54.867 65.546 57.618 63.29
55.879 66.044 58.116 63.263
56.841 66.503 58.572 63.234
57.746 66.919 58.984 63.203
58.587 67.291 59.351 63.17
59.358 67.619 59.67 63.136
60.057 67.902 59.943 63.101
60.68 68.142 60.169 63.064
61.226 68.338 60.349 63.027
61.696 68.493 60.486 62.99
62.09 68.609 60.581 62.952
62.409 68.687 60.636 62.915
62.657 68.729 60.653 62.879
62.836 68.739 60.636 62.844
62.95 68.718 60.587 62.81
63.001 68.669 60.509 62.777
62.995 68.595 60.404 62.747
62.935 68.498 60.275 62.719
62.825 68.38 60.124 62.693
62.669 68.243 59.954 62.669
62.471 68.09 59.767 62.648
62.236 67.922 59.564 62.63
61.967 67.742 59.348 62.614
61.669 67.55 59.122 62.601
61.346 67.35 58.885 62.591
61.002 67.142 58.641 62.583
60.641 66.928 58.392 62.577
60.267 66.71 58.139 62.574
59.886 66.49 57.884 62.573
59.502 66.271 57.63 62.574
59.12 66.052 57.379 62.576
58.745 65.838 57.134 62.58
58.382 65.63 56.897 62.585
58.037 65.43 56.671 62.591
57.716 65.24 56.46 62.597
57.422 65.063 56.265 62.605
57.163 64.901 56.091 62.612
56.943 64.756 55.94 62.619
56.766 64.63 55.815 62.627
56.637 64.525 55.72 62.634
56.559 64.442 55.655 62.64
56.536 64.382 55.624 62.646
56.569 64.346 55.627 62.652
56.659 64.334 55.666 62.656
56.807 64.347 55.741 62.66
57.011 64.382 55.852 62.663
57.268 64.438 55.997 62.665
57.576 64.514 56.175 62.667
57.928 64.607 56.382 62.668
58.319 64.713 56.615 62.667
58.741 64.828 56.869 62.667
59.187 64.948 57.14 62.665
59.646 65.068 57.421 62.664
60.109 65.184 57.707 62.661
60.565 65.289 57.989 62.659
61.003 65.379 58.262 62.656
61.412 65.448 58.518 62.653
61.782 65.49 58.75 62.649
62.102 65.503 58.95 62.646
62.362 65.48 59.112 62.643
62.554 65.418 59.231 62.64
